Epoch 0, Training loss: 1.1909, Validation loss: 0.9357
Epoch 930, Training loss: 0.5343, Validation loss: 0.4731
Epoch 931, Training loss: 0.5343, Validation loss: 0.4731
Epoch 932, Training loss: 0.5342, Validation loss: 0.4730
Epoch 933, Training loss: 0.5342, Validation loss: 0.4730
Epoch 934, Training loss: 0.5342, Validation loss: 0.4730
Epoch 935, Training loss: 0.5342, Validation loss: 0.4730
Epoch 936, Training loss: 0.5341, Validation loss: 0.4729
Epoch 937, Training loss: 0.5341, Validation loss: 0.4729
Epoch 938, Training loss: 0.5341, Validation loss: 0.4728
Epoch 939, Training loss: 0.5341, Validation loss: 0.4728
Epoch 940, Training loss: 0.5340, Validation loss: 0.4728
Epoch 941, Training loss: 0.5340, Validation loss: 0.4728
Epoch 942, Training loss: 0.5340, Validation loss: 0.4728
Epoch 943, Training loss: 0.5340, Validation loss: 0.4727
Epoch 944, Training loss: 0.5339, Validation loss: 0.4727
Epoch 945, Training loss: 0.5339, Validation loss: 0.4727
Epoch 946, Training loss: 0.5339, Validation loss: 0.4727
Epoch 947, Training loss: 0.5338, Validation loss: 0.4727
Epoch 948, Training loss: 0.5338, Validation loss: 0.4727
Epoch 949, Training loss: 0.5338, Validation loss: 0.4726
Epoch 950, Training loss: 0.5338, Validation loss: 0.4726
Epoch 951, Training loss: 0.5337, Validation loss: 0.4726
Epoch 952, Training loss: 0.5337, Validation loss: 0.4726
Epoch 953, Training loss: 0.5337, Validation loss: 0.4726
Epoch 954, Training loss: 0.5337, Validation loss: 0.4726
Epoch 955, Training loss: 0.5336, Validation loss: 0.4725
Epoch 956, Training loss: 0.5336, Validation loss: 0.4725
Epoch 957, Training loss: 0.5336, Validation loss: 0.4724
Epoch 958, Training loss: 0.5336, Validation loss: 0.4724
Epoch 959, Training loss: 0.5335, Validation loss: 0.4724
Epoch 960, Training loss: 0.5335, Validation loss: 0.4723
Epoch 961, Training loss: 0.5335, Validation loss: 0.4723
Epoch 962, Training loss: 0.5335, Validation loss: 0.4723
Epoch 963, Training loss: 0.5334, Validation loss: 0.4723
Epoch 964, Training loss: 0.5334, Validation loss: 0.4723
Epoch 965, Training loss: 0.5334, Validation loss: 0.4723
Epoch 966, Training loss: 0.5334, Validation loss: 0.4723
Epoch 967, Training loss: 0.5333, Validation loss: 0.4722
Epoch 968, Training loss: 0.5333, Validation loss: 0.4722
Epoch 969, Training loss: 0.5333, Validation loss: 0.4722
Epoch 970, Training loss: 0.5333, Validation loss: 0.4722
Epoch 971, Training loss: 0.5332, Validation loss: 0.4722
Epoch 972, Training loss: 0.5332, Validation loss: 0.4722
Epoch 973, Training loss: 0.5332, Validation loss: 0.4722
Epoch 974, Training loss: 0.5332, Validation loss: 0.4722
Epoch 975, Training loss: 0.5331, Validation loss: 0.4722
Epoch 976, Training loss: 0.5331, Validation loss: 0.4722
Epoch 977, Training loss: 0.5331, Validation loss: 0.4722
Epoch 978, Training loss: 0.5331, Validation loss: 0.4721
Epoch 979, Training loss: 0.5330, Validation loss: 0.4721
Epoch 980, Training loss: 0.5330, Validation loss: 0.4721
Epoch 981, Training loss: 0.5330, Validation loss: 0.4721
Epoch 982, Training loss: 0.5330, Validation loss: 0.4721
Epoch 983, Training loss: 0.5329, Validation loss: 0.4721
Epoch 984, Training loss: 0.5329, Validation loss: 0.4720
Epoch 985, Training loss: 0.5329, Validation loss: 0.4720
Epoch 986, Training loss: 0.5329, Validation loss: 0.4720
Epoch 987, Training loss: 0.5328, Validation loss: 0.4719
Epoch 988, Training loss: 0.5328, Validation loss: 0.4719
Epoch 989, Training loss: 0.5328, Validation loss: 0.4719
Epoch 990, Training loss: 0.5328, Validation loss: 0.4719
Epoch 991, Training loss: 0.5327, Validation loss: 0.4719
Epoch 992, Training loss: 0.5327, Validation loss: 0.4719
Epoch 993, Training loss: 0.5327, Validation loss: 0.4719
Epoch 994, Training loss: 0.5327, Validation loss: 0.4719
Epoch 995, Training loss: 0.5326, Validation loss: 0.4719
Epoch 996, Training loss: 0.5326, Validation loss: 0.4719
Epoch 997, Training loss: 0.5326, Validation loss: 0.4718
Epoch 998, Training loss: 0.5326, Validation loss: 0.4718
Epoch 999, Training loss: 0.5325, Validation loss: 0.4718
[34m[1mwandb[0m: [32m[41mERROR[0m Attempted to change value of key "batch_size" from 16 to 32
[34m[1mwandb[0m: [32m[41mERROR[0m If you really want to do this, pass allow_val_change=True to config.update()
Traceback (most recent call last):
  File "/Users/dikshant/Desktop/college/smai/smai-m24-assignments-pingu-73/assignments/3/a3.py", line 366, in <module>
    train_and_log_model(params)
  File "/Users/dikshant/Desktop/college/smai/smai-m24-assignments-pingu-73/assignments/3/a3.py", line 308, in train_and_log_model
    wandb.config.update(params)
  File "/Users/dikshant/Desktop/college/smai/env/lib/python3.12/site-packages/wandb/sdk/wandb_config.py", line 187, in update
    sanitized = self._update(d, allow_val_change)
                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/dikshant/Desktop/college/smai/env/lib/python3.12/site-packages/wandb/sdk/wandb_config.py", line 180, in _update
    sanitized = self._sanitize_dict(
                ^^^^^^^^^^^^^^^^^^^^
  File "/Users/dikshant/Desktop/college/smai/env/lib/python3.12/site-packages/wandb/sdk/wandb_config.py", line 267, in _sanitize_dict
    k, v = self._sanitize(k, v, allow_val_change)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/dikshant/Desktop/college/smai/env/lib/python3.12/site-packages/wandb/sdk/wandb_config.py", line 288, in _sanitize
    raise config_util.ConfigError(
wandb.sdk.lib.config_util.ConfigError: Attempted to change value of key "batch_size" from 16 to 32
If you really want to do this, pass allow_val_change=True to config.update()
